% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	5	1	4	4	57	43443	57	43443	0.003	0	0.003	0.003	762.158	128.565	165	839	
0	1	5	2	8	4	53	41414	53	41414	0.00313207	0.000961524	0.003	0.01	781.396	105.983	621	1056	
0	1	5	3	1	4	52	43226	49	40709	0.00642857	0.00353553	0.003	0.01	830.796	57.4286	437	839	
0	1	3	4	4	4	97	102432	96	101376	0.01	0	0.01	0.01	1056	0	1056	1056	
0	1	5	5	9	4	79	73986	79	73986	0.00432911	0.00276295	0.003	0.01	936.532	13.6136	935	1056	
0	1	1	6	4	4	103	103484	103	103484	0.00435922	0.00278249	0.003	0.01	1004.7	229.966	123	1191	
0	1	4	7	18	4	79	34017	78	33580	0.003	0	0.003	0.003	430.513	32.5124	269	437	
0	1	1	8	7	4	97	102432	97	102432	0.003	0	0.003	0.003	1056	0	1056	1056	
0	1	4	9	4	4	65	54535	65	54535	0.003	0	0.003	0.003	839	0	839	839	
0	1	4	10	14	4	76	63860	76	63860	0.003	0	0.003	0.003	840.263	11.012	839	935	
0	1	4	11	15	4	77	33649	77	33649	0.003	0	0.003	0.003	437	0	437	437	
0	1	5	12	7	4	78	92763	78	92763	0.00308974	0.000792594	0.003	0.01	1189.27	15.2857	1056	1191	
0	1	5	13	11	4	59	29775	59	29775	0.00454237	0.00292623	0.003	0.01	504.661	110.386	165	621	
0	1	4	14	8	4	78	103257	78	103257	0.003	0	0.003	0.003	1323.81	378.791	165	1836	
0	1	1	15	3	4	121	99663	121	99663	0.003	0	0.003	0.003	823.661	97.3887	165	839	
0	1	4	16	7	4	71	32196	70	31759	0.0031	0.00083666	0.003	0.01	453.7	82.1108	435	1056	
0	1	4	17	5	4	62	36662	62	36662	0.003	0	0.003	0.003	591.323	68.2274	437	621	
0	1	4	18	3	4	71	31646	71	31646	0.00309859	0.000830747	0.003	0.01	445.718	73.4618	437	1056	
0	1	5	19	10	4	58	29978	57	29357	0.00607017	0.00350438	0.003	0.01	515.035	102.609	269	621	
0	1	5	20	13	4	59	29863	58	29426	0.00565517	0.00342617	0.003	0.01	507.345	101.046	269	621	
0	1	1	21	2	4	118	97983	117	97144	0.00461538	0.00296196	0.003	0.01	830.291	69.7549	165	839	
0	1	4	22	6	4	73	61464	73	61464	0.00309589	0.000819288	0.003	0.01	841.973	25.3979	839	1056	
0	1	5	23	6	4	47	29186	45	27944	0.00424444	0.00270652	0.003	0.01	620.978	0.149071	620	621	
0	1	5	24	3	4	78	33998	78	33998	0.003	0	0.003	0.003	435.872	37.4063	165	621	
0	1	2	25	1	4	99	103490	98	102434	0.00985714	0.000994832	0.003	0.01	1045.24	91.3312	165	1056	
0	1	1	26	1	4	102	102526	101	101470	0.0040396	0.00250168	0.003	0.01	1004.65	198.182	246	1191	
0	1	3	27	2	4	97	102432	97	102432	0.01	0	0.01	0.01	1056	0	1056	1056	
0	1	4	28	13	4	65	53663	65	53663	0.003	0	0.003	0.003	825.585	52.7965	621	839	
0	1	1	29	8	4	98	103490	98	103490	0.00307143	0.000707107	0.003	0.01	1056.02	19.2418	923	1191	
0	1	3	30	1	4	98	103488	98	103488	0.00307143	0.000707107	0.003	0.01	1056	0	1056	1056	
0	1	3	31	3	4	98	103488	97	102432	0.00314433	0.000999893	0.003	0.01	1056	0	1056	1056	
0	1	4	32	1	4	58	34178	58	34178	0.00312069	0.000919145	0.003	0.01	589.276	96.2682	165	893	
0	1	1	33	5	4	118	102628	118	102628	0.00305932	0.000644402	0.003	0.01	869.729	164.309	246	1056	
0	1	5	34	2	4	73	32085	73	32085	0.00309589	0.000819288	0.003	0.01	439.521	62.5229	165	893	
0	1	4	35	2	4	69	41935	69	41935	0.003	0	0.003	0.003	607.754	77.0568	165	621	
0	1	5	36	5	4	78	33814	78	33814	0.003	0	0.003	0.003	433.513	30.7979	165	437	
0	1	5	37	12	4	69	66121	69	66121	0.00553623	0.00338934	0.003	0.01	958.275	173.187	621	1191	
0	1	1	38	6	4	122	103440	121	102505	0.00502479	0.00331276	0.003	0.017	847.149	187.534	123	935	
0	1	4	39	16	4	68	42226	67	41605	0.003	0	0.003	0.003	620.97	0.17146	620	621	
0	1	4	40	17	4	63	35627	63	35627	0.003	0	0.003	0.003	565.508	85.1246	437	621	
